name,smiles,prediction
772,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,5.049223297186712
773,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,4.584699505939264
774,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.250426030906771
775,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,5.400179178227962
776,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,5.971428149844867
777,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl,5.039838442323674
778,CCCc1cc(C(N)=S)ccn1,4.430338657280656
779,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,4.390270327974884
780,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,4.857672906111569
781,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,4.2807728556278
782,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,4.557218447771625
783,CC(N)C12CC3CC(CC(C3)C1)C2,4.305892178070776
784,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4.416697204744475
785,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,4.749083675049151
786,Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,5.064841555429531
787,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1.O=[N+]([O-])O,5.337253761503508
788,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,4.6751166993423094
789,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl,5.42604955891699
790,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,4.664074721752572
791,CC(S)C(=O)NCC(=O)O,4.235180327590642
792,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,5.0081973331683045
793,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,4.911317032530373
794,COc1nc(C)nc(Cl)c1NC1=NCCN1,4.666775013304905
795,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,5.20971846482008
796,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.Cl,4.856131828745765
797,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],5.721002635363748
798,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,4.7330527734088985
799,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,5.076356738162458
800,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,5.0837668255411135
801,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,5.011400957282692
802,Cc1cccc([C@H](C)c2cnc[nH]2)c1C.Cl,4.323899152220024
803,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,4.809465987391752
804,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,4.884101648469578
805,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O.Cl,5.225794690207309
806,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1.CS(=O)(=O)O,5.162952670938646
807,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,4.731379797241857
808,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,5.415381131762196
809,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl,4.976105327916194
810,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2.Cl,5.240728267909722
811,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,5.466824034744887
812,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,5.882872388691881
813,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12.Cl,5.563596306824733
814,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,4.756333637565177
815,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4.444295525557051
816,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,4.549401675454401
817,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,4.7831165451358455
818,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,4.684019595150559
819,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,4.927962705092428
820,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],4.249740177179865
821,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,4.344969636471253
822,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,4.995337436944427
823,CN1C2=CC(=O)/C(=N\NC(N)=O)C=C2CC1S(=O)(=O)[O-].[Na+],4.2891554640133105
824,Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,4.473087713421027
825,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,4.976468449937128
826,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,5.416668785191897
827,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,5.127827427944853
828,CC(=O)Oc1ccccc1C(=O)O,4.673804433121184
829,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,4.926661441969317
830,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,4.966377546471728
831,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1.CCO,4.963958258702355
832,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,4.815929104257867
833,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,4.319736970742138
834,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,5.080236782182082
835,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1.[KH],4.817139456220117
836,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,4.611942534790977
837,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,4.608585003983032
838,Cl.O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,4.868634752529335
839,Br.COC(=O)C1=CCCN(C)C1,4.245750079131177
840,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,5.017077526012358
841,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O,5.221162635283999
842,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,5.719370189794725
843,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12.Cl,5.099377478469746
844,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,4.9818672538327
845,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,5.183233967308658
846,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,5.149859642699976
847,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,5.199040597802833
848,C=CCNC(N)=S,4.194383979882405
849,CN1C2CCC1CC(OC(=O)[C@H](CO)c1ccccc1)C2,4.885437402065632
850,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,5.265284769749895
851,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,4.917614908935169
852,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,4.773218104481257
853,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,5.207143302458128
854,O=C(O)c1cc(O)c2c(c1)[C@@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,5.207143302458128
855,O=S(=O)([O-])Oc1ccc(C(c2ccc(OS(=O)(=O)[O-])cc2)c2ccccn2)cc1.[Na+].[Na+],4.579072072603694
856,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,4.7981880821221985
857,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,4.249460392261316
858,COc1ccc2cc(CCC(C)=O)ccc2c1,4.566276397657486
859,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,4.982233513831108
860,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,4.493336552166749
861,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@H]2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,5.105407941659905
862,Cn1c([N+](=O)[O-])cnc1COC(N)=O,4.574644677949745
863,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,5.037842815660605
864,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,5.4625224714860146
865,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O[Na])C(C)(C)S[C@H]12.O,5.080653984772349
866,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,5.3173199008743115
867,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O.[Na+].[Na+],4.3464310832459
868,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,4.309259261872814
869,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(SC(F)(F)F)cc1,4.504111344513808
870,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl,4.838368256231689
871,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,4.631844779355934
872,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.O,4.896747150568578
873,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,5.040101016058518
874,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,5.280009497333699
875,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O=C(O)CCC(=O)O,5.718520036384426
876,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O[Na])C(C)(C)S[C@H]12.O,4.905766650282791
877,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,5.121946271505992
878,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,4.9408790431956735
879,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,4.898700455118654
880,CCOC(=O)n1ccn(C)c1=S,4.3774742000274305
881,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],4.809987619147565
882,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,5.420457316427191
883,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,4.772566862989285
884,Cl.N=C(N)N,4.222304621403753
885,Cc1cccc(Nc2ccccc2C(=O)O)c1C,4.761827336100069
886,COc1ccc(O)cc1,4.445471165882205
887,O=N[O-].[Na+],4.309942816837529
888,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,4.92355998701613
889,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2C(=O)NC(N)=NC21.Cl,4.978800081920902
890,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,4.900058079546273
891,CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl,5.059410017543366
892,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,4.927753621455361
893,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.[Na+],4.363870711821473
894,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,5.7397699472773045
895,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,5.476568989071618
896,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,4.50136264755349
897,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2.[Br-],4.832969518008095
898,Br.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,4.967273808385915
899,Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.834576469108704
900,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],5.123082335183039
901,Cl.Cl.NCCc1c[nH]cn1,4.178879884161285
902,OC[C@@H](O)CN1CCN(c2ccccc2)CC1,4.61164016919451
903,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O.O.O,4.6045801128051185
904,O=C(CCCc1ccccc1)O[Na],4.317285128734017
905,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,4.92233529163955
906,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,4.5909895919888175
907,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,4.8358683470219805
908,Cl.c1ccc(CC2=NCCN2)cc1,4.210639654833068
909,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,4.9183749358442554
910,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O,5.19199375833432
911,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O.O,4.522562127114419
912,CN1CCN(C(c2ccccc2)c2ccccc2)CC1.Cl.Cl,4.61115731443984
913,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],5.0722779344579525
914,CCCCCCCCCCCCCCCCO,5.0241610665513665
915,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccccc1.O.[Na+],4.6725197923300925
916,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,5.114708769005489
917,O=C(O)CCNC(=O)c1ccccc1,4.522766531745313
918,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,4.86990886158692
919,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],4.980135259134649
920,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,4.530495540216336
921,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,5.079316570273649
922,O=c1[nH]c2cc(Cl)ccc2o1,4.737085693059315
923,C[N+](C)(C)CCO.[Cl-],4.399602485360907
924,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,4.60544784653967
925,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,5.012271315325572
926,CC(C)NCC(O)c1ccccc1Cl.Cl,4.510744821216742
927,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,4.74905764019843
928,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1[O-].[Na+],4.680354643475438
929,O=c1ccc2ccccc2o1,4.5371264850766675
930,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,4.658361516708352
931,Nc1nc(N)nc(NC2CC2)n1,4.51534597366947
932,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,4.784309385166971
933,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,5.08533650243505
934,OCC(O)CN1CCN(c2ccccc2)CC1,4.61164016919451
935,CCNCC.O=S(=O)(O)c1cc(O)ccc1O,5.079934326646542
936,CC1(C)S[C@H]2[C@@H](NC(=O)[C@@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@@H]1C(=O)[O-].[Na+],4.5438738043665445
937,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,4.924767886501273
938,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,4.720730389356886
939,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.001527267355808
940,O=C(Nc1ccccc1)c1ccccc1O,4.66038604172584
941,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,4.998921124084651
942,N=C(N)NS(=O)(=O)c1ccc(N)cc1,4.238178532689055
943,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,5.18252851517599
944,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,5.27558030786982
945,NC(CO)(CO)CO,4.286147898823581
946,O=c1cc[nH]c(=O)[nH]1,4.282971167159037
947,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,4.807753765050974
948,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1,4.9940472791396235
949,CCC1(C)CC(=O)NC(=O)C1,4.183516946054645
950,COc1c2ccoc2cc2oc(=O)ccc12,4.934921699242205
951,Oc1c(Br)cc(Br)c2cccnc12,5.355293100948529
952,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,5.508202501579742
953,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.828040358139463
954,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)OC([C@H]2C)[C@]1(C)O,4.703942394099359
955,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],4.780233489181619
956,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,5.2683997487469885
957,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O,5.161242729482158
958,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,4.682764637650653
959,Cl.O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,4.586709991755001
960,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,5.0132713760153695
961,Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1,5.079676442746999
962,Cl.NCCc1c[nH]c2ccc(O)cc12,4.597379943229512
963,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,4.803763167334129
964,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,4.555892453939599
965,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,4.768729746722997
966,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],4.970007506489958
967,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.721606322522884
968,CC(=O)NCC(=O)O.CC(=O)NCC(=O)O.N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1,5.080897435380031
969,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,4.845914350809382
970,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O,5.3721573405165675
971,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl,4.776338978968569
972,Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,4.286369064767028
973,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,4.435301101670852
974,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,4.553457919210199
975,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.574194298333579
976,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1.CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,4.932251780746904
977,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,4.928466544089565
978,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC.Cl.Cl,5.053484039181367
979,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,4.758113359347176
980,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl,4.931806983976104
981,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,5.163141163803855
982,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,4.664036809697514
983,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,4.861510165560411
984,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,5.3196283942688485
985,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],4.916268594868514
986,CCOC(=O)c1ccc(N)cc1,4.401426435803508
987,O=C(O)c1ccccc1,4.350743386719923
988,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],4.818956207791967
989,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,4.895992594267291
990,Cc1cc(O)ccc1Cl,4.51832197135286
991,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,4.843107072539496
992,O=C(O)c1cc(=O)c2ccccc2o1,4.929013833108737
993,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,4.409964478605316
994,Cl.NCCS,4.173207833820452
995,OC[C@H](O)[C@H](O)CO,4.3242061765177375
996,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C\[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C\C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,4.708979524538394
