smiles,name
S=C1N(C(=O)C2(N1c1ccc(c(c1)F)C(=O)NC)CCC2)c1cnc(c(c1)C(F)(F)F)C#N,717
OC1=C(C(=O)O[C@@H]1[C@@H](O)CO)O,718
c1(ccc(cc1)N)S(=O)(=O)Nc1sccn1,719
C1CN(CCO1)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[C@@]1(OC1)C)CC(C)C)Cc1ccccc1)CC(C)C)CCc1ccccc1,720
c1c(ccc(c1)C1=C(C(=O)OC1)c1ccccc1)S(=O)(=O)C,721
c1(nc2c(n1Cc1ccc(cc1)c1c(cccc1)c1[nH]oc(=O)n1)c(ccc2)C(=O)O)OCC,722
N1(CCN(CC1)C(=O)/C=C/c1cc(c(c(c1)OC)OC)OC)CC(=O)N1CCCC1.C(=O)(/C=C\\C(=O)O)O,723
C1[C@@H](Cc2c(O1)cc(cc2)O)c1ccc(cc1)O,724
C(COC(=O)c1ccc(cc1)NC(=O)c1c(cccc1)OCCCCCCCC)[N+](C)(CC)CC.[Br-],725
c1(ccc(cc1)C(C)(C)C)S(=O)(=O)Nc1nc(nc(c1Oc1c(cccc1)OC)OCCO)c1ncccn1.O,726
c1(ccccc1)CCCN(CCCc1ccccc1)CC.C(C(CC(=O)O)(C(=O)O)O)C(=O)O,727
C1(=C(C(C(=C(N1)C)C(=O)OC(C)C)c1cc(ccc1)[N+](=O)[O-])C(=O)OC1CN(C1)C(c1ccccc1)c1ccccc1)N,728
C(=N)(NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(cc1)Cl)Nc1ccc(cc1)Cl.Cl.Cl,729
c1ccc(c(c1Cl)Nc1ccccc1CC(=O)O)Cl.N(CC)CC,730
c1ccc(c(c1)CC(=O)[O-])Nc1c(cccc1Cl)Cl.[K+],731
c1(c(cc(cc1)[C@H](CNC)O)O)O.Cl,732
O1[C@@H]([C@H]([C@H]([C@@H]1n1cnc2c1nc[nH]c2=O)O)O)CO,733
C1=C[C@]2(C(=CC1=O)CC[C@@H]1[C@@]2([C@H](C[C@]2([C@H]1C[C@@H]([C@@]2(C(=O)COC(=O)CC)OC(=O)CC)C)C)O)Cl)C,734
c12[C@]34[C@@]5([C@@H](Cc1ccc(c2O[C@H]3C(=O)CC5)O)N(CC4)CC=C)O.Cl,735
N1(C(=O)CCC1)CC(=O)N,736
C(=O)c1cc(c(cc1)O)OC,737
c1c(c(c(cc1)C)C)[C@@H](c1[nH]cnc1)C,738
P(=O)(C(=O)[O-])([O-])[O-].[Na+].[Na+].[Na+],739
O1S(=O)(=O)NC(=O)C=C1C.[KH],740
C1(=C(C(=O)c2c(C1=O)cccc2)O)[C@@H]1CC[C@H](CC1)c1ccc(cc1)Cl,741
c1(nc(nc(c1Br)N)Nc1ccc(C#N)cc1)Oc1c(cc(C#N)cc1C)C,742
c1(C(=O)Oc2ccc(cc2)CC(=O)OCC(=O)N(C)C)ccc(cc1)NC(=N)N.S(=O)(=O)(C)O,743
c12c(cccn1)CCc1c(C2=C2CCN(CC2)Cc2cncc(c2)C)ccc(c1)Cl.C(=O)(/C=C/C(=O)O)O,744
c12n([C@@H]3O[C@@H]([C@H]([C@H]3O)O)CO)cnc1c(=O)[nH]c(n2)N,745
[nH]1c(=O)ccc2c(ccc(c12)O)[C@H](CNC1Cc2c(C1)cc(c(c2)CC)CC)O.C(=C\\C(=O)O)\\C(=O)O,746
[C@]123[C@@]4([C@@H](O4)C[C@@H]4[C@@]2(CCC2=C4COC2=O)C)[C@@H]([C@@]2([C@H]([C@@H]1O3)O2)C(C)C)O,747
n1(c2ccccc2)c(=O)ccc(c1)C,748
n1cnc(c2c1[nH]cc2)c1cnn(c1)[C@H](C1CCCC1)CC#N,749
c1ccc(c(c1Cl)Nc1ccc(cc1CC(=O)O)C)F,750
c1c(cc2c(c1)CCC(=O)N2)OCCCCN1CCN(CC1)c1c(c(ccc1)Cl)Cl,751
c1cc(c2c(c1)cccc2)O[C@@H](CCNC)c1sccc1.Cl,752
c1(ccc2c(c1)c(c[nH]2)CCN(C)C)CS(=O)(=O)N1CCCC1.C(=O)(C(CC(=O)O)O)O,753
[C@@H]1([C@@H](CNCC1)COc1cc2c(cc1)OCO2)c1ccc(cc1)F.Cl,754
c12c(c(nc(n1)N1CCN(CC1)C(=O)C1CCCO1)N)cc(c(c2)OC)OC.Cl.O.O,755
c1c2c(cc(c1OC)OC)[C@H](C2)CN(CCCN1CCc2c(CC1=O)cc(c(c2)OC)OC)C.Cl,756
c1cc(ccc1CCOCC1CC1)OCC(CNC(C)C)O,757
c1(cccc(c1C)C)Cc1nc[nH]c1.Cl,758
c1(c(cc2c(c1)CC[N@@+]([C@@H]2Cc1ccc(c(c1)OC)OC)(CCC(=O)OCCCCCOC(=O)CC[N@@+]1([C@@H](c2cc(c(cc2CC1)OC)OC)Cc1ccc(c(c1)OC)OC)C)C)OC)OC.c1ccccc1S(=O)(=O)[O-].c1ccccc1S(=O)(=O)[O-],759
c1cc(c(cc1S(=O)(=O)N)C(=O)NC[C@H]1N(CCC1)CC)OC,760
c1(c(c(cc(c1)C(=O)OCC(c1ccccc1)(CC)N(C)C)OC)OC)OC,761
c1c(c2c3c(c1)C[C@@H]1[C@]4([C@@]3([C@H](C(=O)CC4)O2)CCN1CC1CC1)O)O.Cl,762
n1c(nccc1Nc1c(cc(cc1C)C)C)Nc1ccc(C#N)cc1,763
c1c(cccc1Nc1ncnc2c1cc1c(c2)OCCOCCOCCO1)C#C,764
c1cc(cc2c1[nH]cc2CCNC(=O)C)OC,765
c1ccccc1C(COC(=O)N)COC(=O)N,766
c1(ccc(cc1)/C(=N/OCCN)/CCCCOC)C(F)(F)F.C(=C\\C(=O)O)\\C(=O)O,767
N1(c2c(C(=O)Cc3c1cccc3)cccc2)C(=O)N,768
c1(c(cc2c(c1)NC(NS2(=O)=O)C(Cl)Cl)S(=O)(=O)N)Cl,769
c1(ccc(cc1)C(C(=O)O)C)C(=O)c1sccc1,770
c12c(cc(cc1)NC(=O)c1ccc(cc1)OCCCCc1ccccc1)oc(cc2=O)c1nnn[nH]1,771
S(=O)(c1cc2c(cc1)nc([nH]2)NC(=O)OC)c1ccccc1,772
c1(ccc2c(c1NC1=NCCN1)nsn2)Cl.Cl,773
C1(=O)O[C@@H]([C@]([C@@H]([C@H](C(=O)[C@@H](C[C@]([C@@H]([C@H]([C@@H]([C@H]1C)O[C@H]1C[C@]([C@H]([C@@H](O1)C)O)(OC)C)C)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)OC(=O)CCC(=O)OCC)(O)C)C)C)O)(O)C)CC,774
n1c(nc2c(c1N)nc(cn2)CC(c1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O)CC#C)N,775
[C@H]1([C@@H](/C=C/[C@H](CCCCC)O)[C@@H](CC1=O)O)CCCCCCC(=O)O,776
C1C2CC3(CC1CC(C2)(C3)O)[C@@H](C(=O)N1[C@@H](C[C@H]2[C@@H]1C2)C#N)N,777
C(c1cc(ccc1)OCCCNC(=O)COC(=O)C)N1CCCCC1.Cl,778
c1(nccc(c1)C(=S)N)CCC,779
c1c(ccc(c1)S(=O)(=O)Nc1sc(nn1)C)N,780
c1cccc(c1)C(CO)C(=O)N(CC)Cc1ccncc1,781
C1(=O)C[C@@H]2N1[C@H](C(S2(=O)=O)(C)C)C(=O)O,782
c1cnc2c(c1)Cc1c(O2)ccc(c1)C(C(=O)O)C,783
C1C2CC3CC1(CC(C2)C3)C(N)C,784
CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,785
c1c(ccc(c1)C(c1c(Cl)cc(cc1Cl)n1ncc(=O)[nH]c1=O)C#N)Cl,786
c1(ccc(cc1)C(N1CCN(CC1)C/C=C/c1ccccc1)c1ccc(cc1)F)F.Cl.Cl,787
C(OCc1ccc(cc1)Sc1ccccc1)(c1ccc(cc1Cl)Cl)Cn1ccnc1.[N+](=O)([O-])O,788
c1(C(=O)NC(Cc2cc(=O)[nH]c3c2cccc3)C(=O)O)ccc(cc1)Cl,789
c1(cc(c(c(c1)CN(C)C1CCCCC1)N)Br)Br.Cl,790
C1[C@H](C=C2[C@H]([C@H]1OC(=O)[C@H](CC)C)[C@H]([C@H](C=C2)C)CC[C@H]1OC(=O)C[C@@H](C1)O)C,791
C(=O)(CNC(=O)C(C)S)O,792
N1(c2c(c3c(cc2F)c(=O)c(cn3C2CC2)C(=O)O)OC)CC(CCC1)NC,793
c1c(nccc1CN1CCCCC1)OC/C=C\\CNC(=O)CS(=O)Cc1ccco1,794
n1c(nc(c(c1Cl)NC1=NCCN1)OC)C,795
NC(=N)NCCC[C@@H](C(=O)N1CC[C@H](C[C@@H]1C(=O)O)C)NS(=O)(=O)c1cccc2c1NCC(C2)C,796
c1ccnc(c1)N(CCOc1ccc(cc1)CC1SC(=O)NC1=O)C.Cl,797
[Ca+2].n1(CC[C@H](C[C@H](CC(=O)[O-])O)O)c(c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1)C(C)C.n1(CC[C@H](C[C@H](CC(=O)[O-])O)O)c(c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1)C(C)C,798
NS(=O)(=O)NC(=N)CCSCc1csc(n1)NC(=N)N,799
c1(c(cc2c(c1)C[C@H](N(C2)C(=O)[C@H](C)N[C@H](C(=O)OCC)CCc1ccccc1)C(=O)O)OC)OC.Cl,800
CCCC(=O)OCOC(=O)C1=C(NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C)C,801
c1(cccc(c1)[C@@H](N(C)C)C)OC(=O)N(C)CC.OC(=O)[C@@H]([C@H](C(=O)O)O)O,802
c1c(c(c(cc1)C)C)[C@@H](c1[nH]cnc1)C.Cl,803
[C@@H](Oc1nc(cc(n1)C)C)(C(=O)O)C(c1ccccc1)(c1ccccc1)OC,804
c12c(cc(c(c1)C)C(=C)c1ccc(cc1)C(=O)O)C(CCC2(C)C)(C)C,805
c1cccc(c1)CC[C@H](N[C@@H]1C(=O)N(C[C@H](SC1)c1sccc1)CC(=O)O)C(=O)OCC.Cl,806
c1(ccc(cc1)C(=O)OCC)OC(=O)CCCCCNC(=N)N.O=S(=O)(O)C,807
c1ccc2c(c1)[C@@H](CC2)NCC#C.O=S(=O)(C)O,808
c1(c(cccn1)C(=O)O)Nc1c(c(ccc1)C(F)(F)F)C.N(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C,809
c1(ccc2c(c1)c(c(o2)CCCC)C(=O)c1ccc(cc1)OCCCN(CCCC)CCCC)NS(=O)(=O)C.Cl,810
C(=O)(Nc1ccc(cc1)C(=O)N1c2c(c3c(CC1)nc([nH]3)C)cccc2)c1c(cccc1)c1ccccc1.Cl,811
CS(=O)(=O)Nc1ccc(cc1)C(CCCN(CCCCCCC)CC)O.C(=O)(/C=C/C(=O)O)O.CS(=O)(=O)Nc1ccc(cc1)C(CCCN(CCCCCCC)CC)O,812
c1(c(c(cc(c1)SC(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)(C)C)C(C)(C)C)O)C(C)(C)C,813
c1(c(cc2c(c1CN(C)C)c(c(n2C)CSc1ccccc1)C(=O)OCC)Br)O.Cl,814
C(#N)C(=NNc1ccc(cc1)C1=NNC(=O)C[C@H]1C)C#N,815
C1=C[C@]2(C(=CC1=O)[C@H](C[C@@H]1[C@@]2([C@H](C[C@]2([C@H]1C[C@@H]1[C@]2(OC(O1)(C)C)C(=O)CO)C)O)F)F)C,816
c1ccc(cc1)OCC(N(CCCl)Cc1ccccc1)C.Cl,817
c1cccc(c1)CCC(=O)c1ccccc1OCC(O)CNCCC,818
[C@@]1([C@H](OC(=O)[C@@H]([C@H]([C@@H]([C@H]([C@](C[C@H](/C(=N/OCOCCOC)/[C@@H]([C@H]1O)C)C)(C)O)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)C)O[C@@H]1O[C@H]([C@@H]([C@](C1)(C)OC)O)C)C)CC)(O)C,819
c1ccc(nc1)NC(=O)C1=C(c2c(S(=O)(=O)N1C)ccs2)O,820
C1(=O)C[C@@H]2N1[C@H](C(S2(=O)=O)(C)C)C(=O)[O-].[Na+],821
c1c(cc(c(c1C)CC1=NCCN1)C)C(C)(C)C.Cl,822
C1(=C(C(C(=C(N1)C#N)C(=O)OC)c1cccc(c1)[N+](=O)[O-])C(=O)OC(C)C)C,823
N1(C(CC2=C/C(=N/NC(=O)N)/C(=O)C=C12)S(=O)(=O)[O-])C.[Na+],824
[nH]1c(=O)c(cn(c1=O)[C@H]1O[C@H]([C@@H]([C@H]1F)O)CO)C,825
c1ccc2c(c1)C(=O)Cc1c(S2)ccc(c1)C(C)C(=O)O,826
c1(c(ccc(c1)Nc1nc(ccn1)N(C)c1ccc2c(n(nc2c1)C)C)C)S(=O)(=O)N,827
[C@H]1(C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)NC(=O)[C@@H](c1ccc(cc1)O)N,828
c1cccc(c1C(=O)O)OC(=O)C,829
c1(c(cccn1)C(=O)O)Nc1cc(ccc1)C(F)(F)F,830
c1c(ccc(c1)S(=O)(=O)N(C[C@H]([C@@H](NC(=O)O[C@@H]1COCC1)Cc1ccccc1)O)CC(C)C)N,831
[C@H]12[C@H]([C@H](CO1)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](CN(CC(C)C)S(=O)(=O)c1ccc(cc1)N)O)CCO2.CCO,832
c1(c(ccc(c1)C(=O)OCCN(CC)CC)OCCC)N.Cl,833
c1(NS(=O)(=O)c2ccc(cc2)/N=N/c2cc(c(cc2)O)C(=O)O)ccccn1,834
C1[C@@H](C[C@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)(C(=O)CC2)C)C)O,835
c1cc(ccc1c1c(cccc1)c1[nH]nnn1)Cn1c(c(nc1CCCC)Cl)CO.[KH],836
[C@@H]1(N[C@H](CN(C1)c1c(c2c(c(c1F)N)c(=O)c(cn2C1CC1)C(=O)O)F)C)C,837
c1(N(C(=S)Oc2ccc3c(c2)cccc3)C)cc(ccc1)C,838
c1c(ccc(c1)/C=C/C(=O)O)Cn1cncc1.Cl,839
N1(CCC=C(C1)C(=O)OC)C.Br,840
c1(CN(C(=O)N[C@H](C(=O)N[C@H](CC[C@@H](NC(=O)OCc2cncs2)Cc2ccccc2)Cc2ccccc2)CCN2CCOCC2)C)csc(n1)C(C)C,841
c12c3[C@@H]4[C@@H](Cc1c[nH]c2ccc3)N(C[C@@H](C4)CSC)CCC.CS(=O)(=O)O,842
c12c(c(ccn1)Oc1ccc(cc1)NC(=O)C1(C(=O)Nc3ccc(cc3)F)CC1)cc(c(c2)OC)OC.C(=O)(C[C@H](O)C(=O)O)O,843
c1(n(c2c(c1C)cc(cc2)O)Cc1ccc(cc1)OCCN1CCCCCC1)c1ccc(cc1)O.Cl,844
c1(c(cc(cc1)NC(=O)CCC)C(=O)C)OCC(CNC(C)C)O.Cl,845
C1(=C(N(S(=O)(=O)c2c1cccc2)C)C(=O)Nc1ccccn1)OC(OC(=O)OCC)C,846
[C@H]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@H](CCC(=O)O)C)C,847
s1c(nc(c1)CC(=O)Nc1ccc(cc1)CCNC[C@@H](c1ccccc1)O)N,848
N(C(=S)N)CC=C,849
[C@@H]1(CC2N(C(C1)CC2)C)OC(=O)[C@@H](c1ccccc1)CO,850
C(=O)(NCc1ncccn1)c1c(nc(nc1)N1[C@H](CO)CCC1)NCc1cc(c(cc1)OC)Cl,851
c1c(ccc(c1)C(=O)O)S(=O)(=O)N(CCC)CCC,852
c1(C(=O)OCCN(CC)CC)ccc(cc1)N.Cl,853
[C@H]1([C@H]2c3c(C(=O)c4c2cccc4O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)c(cc(c3)C(=O)O)O)c2c(C(=O)c3c1cccc3O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)c(cc(c2)C(=O)O)O,854
[C@H]1([C@@H]2c3c(C(=O)c4c2cccc4O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)c(cc(c3)C(=O)O)O)c2c(C(=O)c3c1cccc3O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)c(cc(c2)C(=O)O)O,855
C(c1ccc(cc1)OS(=O)(=O)[O-])(c1ccc(cc1)OS(=O)(=O)[O-])c1ccccn1.[Na+].[Na+],856
c1(C(=O)c2ccc(cc2)C)cc(c(c(c1)O)O)[N+](=O)[O-],857
c\\1(=N\\C(=O)C)/sc(nn1C)S(=O)(=O)N,858
c1(ccc2c(c1)ccc(c2)CCC(=O)C)OC,859
c12c([C@@H](CC[C@@H]1NC)c1ccc(c(c1)Cl)Cl)cccc2.Cl,860
c1(c(cc2c(c1)S(=O)(=O)N(C(N2)CCl)C)Cl)S(=O)(=O)N,861
[C@@H]12CC[C@@H](N1C)C[C@H](C2)SCC(=O)O[C@@H]1C[C@@]([C@H]([C@@H]([C@]23[C@H]([C@@]1(C)[C@@H](CC2)C)C(=O)CC3)C)O)(C)C=C,862
c1(n(c(nc1)COC(=O)N)C)[N+](=O)[O-],863
C1CC[C@H](N(C1)CCC)C(=O)Nc1c(cccc1C)C.Cl,864
C1[C@H](CCC(=C)/C/1=C\\C=C/1\\[C@H]2[C@](CCC1)([C@H](CC2)[C@@H](CCCC(C)C)C)C)O,865
c12c(ccc(c1C(=O)N[C@@H]1C(=O)N3[C@@H]1SC([C@@H]3C(=O)O[Na])(C)C)OCC)cccc2.O,866
[C@@H]12[C@@]([C@@](CC2)(C#C)O)(CC[C@H]2[C@H]1CCC1=CC(=O)CC[C@H]21)C,867
c1(cc(ccc1O)/N=N/c1ccc(c(c1)C(=O)[O-])O)C(=O)[O-].[Na+].[Na+],868
N1=C(NCC1)C1c2c(CCC1)cccc2.Cl,869
c1c(ccc(c1)SC(F)(F)F)Oc1c(C)cc(cc1)n1c(=O)n(c(=O)[nH]c1=O)C,870
c12c(cc(nc1cccc2)OCCCC)C(=O)NCCN(CC)CC.Cl,871
C(=C1CC[N+](CC1)(C)C)(c1ccccc1)c1ccccc1.S(=O)(=O)(OC)[O-],872
C1(=O)C(C(CN1CC)CCN1CCOCC1)(c1ccccc1)c1ccccc1.Cl.O,873
[C@@]12([C@H](/C(=C/C=C/3\\C(=C)CC[C@@H](C3)O)/CCC2)CC[C@@H]1[C@@H](/C=C/[C@@H](C(C)C)C)C)C,874
C1C(CCCC1)(C(CN(C)C)c1ccc(cc1)O)O,875
C1C(CCCC1)(C(CN(C)C)c1ccc(cc1)O)O.C(=O)(CCC(=O)O)O,876
c1(c(cccc1Cl)Cl)c1noc(c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O[Na])(C)C)C.O,877
c1c(cc2c(c1)[C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)O)C)OC(=O)c1ccccc1,878
c1cccc(c1)c1noc(c1c1ccc(cc1)S(=O)(=O)N)C,879
c1(ccc(cc1)OC(=O)C)C(c1ccccn1)c1ccc(cc1)OC(=O)C,880
c1n(c(=S)n(c1)C)C(=O)OCC,881
[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C.[Br-].[Br-],882
c1c(cc2c(c1)[C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)OC(=O)CCC1CCCC1)C)O,883
c1c(c(c2c(c1OC)C(=O)[C@]1(O2)[C@@H](CC(=O)C=C1OC)C)Cl)OC,884
NC(=N)N.Cl,885
C(=O)(c1c(cccc1)Nc1c(c(ccc1)C)C)O,886
c1cc(ccc1O)OC,887
[O-]N=O.[Na+],888
[C@@H]1([C@H]([C@H](C[C@@H](O1)O[C@@H]1c2c(C[C@](C1)(C(=O)CO)O)c(c1c(c2O)C(=O)c2c(C1=O)cccc2OC)O)N)O[C@H]1OCCCC1)C,889
C(C)(C)[C@@H](C(=O)OCC(CO)OCN1C=NC2C1N=C(NC2=O)N)N.Cl,890
c12ccc(cc1COC2(CCCN(C)C)c1ccc(cc1)F)C#N.OC(=O)C(=O)O,891
c1ccc(c(c1Cl)/C=N/NC(=N)N)Cl.CC(=O)O,892
c1nc(n(c1[N+](=O)[O-])CCS(=O)(=O)CC)C,893
c1c(ccc(c1)S(=O)(=O)[N-]C(=O)C)N.[Na+],894
n1(c2c(nn1)c(nc(n2)SCCC)N[C@H]1[C@@H](C1)c1cc(c(cc1)F)F)[C@H]1[C@@H]([C@@H]([C@H](C1)OCCO)O)O,895
c1(nc2c(c(n1)N)nc(c(n2)N)c1ccccc1)N,896
[C@H](NCCN[C@@H](CC)CO)(CC)CO.Cl.Cl,897
[Br-].[C@@H]12CC[C@@H]([N+]1(C)C)C[C@@H](C2)OC(=O)C(c1ccccc1)O,898
[C@@H]1(C[C@@H]2N([C@H](C1)CC2)C)OC(=O)C(c1ccccc1)O.Br,899
C(N1CCN(CC1)CCOCCO)(c1ccc(cc1)Cl)c1ccccc1.Cl.Cl,900
C(C(=O)O[C@H]1C[N+]2(CC[C@H]1CC2)CCCOc1ccccc1)(c1sccc1)(c1sccc1)O.[Br-],901
c1(CCN)c[nH]cn1.Cl.Cl,902
c1cccc(c1)N1CCN(CC1)C[C@H](O)CO,903
c12c(c(=O)c(cn1CC)C(=O)O)cc(c(c2)N1CCN(CC1)C)F.S(=O)(=O)(C)O.O.O,904
C(=O)(CCCc1ccccc1)O[Na],905
c1nccn1CC(c1c(cc(cc1)Cl)Cl)SCc1ccc(cc1)Cl.[N+](=O)(O)[O-],906
[C@@H]1([C@@H](CCN2C[C@@H](C[C@@H](C2)C)C)C[C@H](C(=O)/C=C/C(=C/[C@@H]([C@H](OC(=O)C[C@H]([C@@H]1C)O)CC)CO[C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)C)O)OC)OC)/C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C)O)N(C)C)O,907
c1(c(OC[C@H](CNC(C)(C)C)O)nsn1)N1CCOCC1.C(=C\\C(=O)O)\\C(=O)O,908
c1(CC2=NCCN2)ccccc1.Cl,909
c1(cc(c(c(c1)OC)OC)OC)C(=O)NC1CCCNC1,910
c1ccc(cc1)[C@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)N.O.O.O,911
O1C(=O)[C@@H]([C@H](C([C@H]([C@@](C[C@H](CN([C@@H]([C@H]([C@@]([C@H]1CC)(O)C)O)C)C)C)(O)C)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)C)O[C@H]1C[C@@]([C@H]([C@@H](O1)C)O)(C)OC)C.O.O,912
C1CN(CCN1C)C(c1ccccc1)c1ccccc1.Cl.Cl,913
c1(c(c(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C)C(=O)N,914
C(CCCCCCCO)CCCCCCCC,915
c1(C(=O)c2ccccc2)c(c(ccc1)CC(=O)[O-])N.O.[Na+],916
c1ccc2c(c1)n(nc2OCCCN(C)C)Cc1ccccc1.Cl,917
c1c(cccc1)C(=O)NCCC(=O)O,918
OC(=O)C(c1ccc2c(c1)[nH]c1c2cc(cc1)Cl)C,919
[n+]1(ccccc1)CCCCCCCCCCCCCCCC.[Cl-],920
c1c(ccc(c1)S(=O)(=O)NC(=O)NCCC)Cl,921
n1c(ccc2c(cc(c(c12)O)Cl)Cl)C,922
c12c([nH]c(=O)o1)cc(cc2)Cl,923
C([N+](C)(C)C)CO.[Cl-],924
C(n1ccnc1)(Oc1ccc(cc1)Cl)C(=O)C(C)(C)C,925
n1(c2c(nc3c1cccc3)cc(/c(=N/C(C)C)/c2)Nc1ccc(cc1)Cl)c1ccc(cc1)Cl,926
c1ccc(c(c1)Cl)C(CNC(C)C)O.Cl,927
c1(C(c2ccc(cc2)Cl)C#N)c(cc(c(c1)C)NC(=O)c1c(c(cc(c1)I)I)O)Cl,928
c1(C(c2ccc(cc2)Cl)C#N)c(cc(c(c1)C)NC(=O)c1c(c(cc(c1)I)I)[O-])Cl.[Na+],929
o1c(=O)ccc2ccccc12,930
C1C(CC(CC1OC(=O)C(c1ccccc1)O)(C)C)C,931
n1c(nc(nc1NC1CC1)N)N,932
c1(ccnc(c1C)C[S@@](=O)c1nc2c([nH]1)cccc2)OCC(F)(F)F,933
n1(c(=O)n(c2c(c1=O)n(cn2)CC1OCCO1)C)C,934
N1(c2ccccc2)CCN(CC1)CC(CO)O,935
c1(c(ccc(c1)O)O)S(=O)(=O)O.N(CC)CC,936
N1(C(=O)N(CC1)C(=O)N[C@H](C(=O)N[C@@H]1[C@H]2N(C1=O)[C@@H](C(S2)(C)C)C(=O)[O-])c1ccccc1)S(=O)(=O)C.[Na+],937
c1c(oc(c1)/C=N/NC(=O)c1ccc(cc1)O)[N+](=O)[O-],938
n1c([nH]c2c(c1=O)ncn2CCC(CO)CO)N,939
c1(C2(CCN(CC2)CCCC(c2ccc(cc2)F)c2ccc(cc2)F)O)cc(c(cc1)Cl)C(F)(F)F,940
C(=O)(c1c(cccc1)O)Nc1ccccc1,941
C(=O)(c1c(cccc1)O)Oc1c(cccc1)C(=O)O,942
c1(S(=O)(=O)NC(=N)N)ccc(cc1)N,943
c1(ccc(cc1I)Oc1c(cc(cc1I)CC(=O)O)I)O,944
c1c(c(c(cc1)Oc1cc2c(cc1Cl)[nH]c(n2)SC)Cl)Cl,945
C(CO)(CO)(CO)N,946
[nH]1c(=O)cc[nH]c1=O,947
c1(cc(c2c(c1)cccn2)NC(CCCN)C)OC.OP(=O)(O)O.OP(=O)(O)O,948
c1c(ccc(c1)CN(C)C)S(=O)(=O)n1ccc(c1)/C=C/C(=O)NO,949
C1(=O)CC(CC(=O)N1)(CC)C,950
c1c(=O)oc2c(c1)c(c1c(c2)occ1)OC,951
c1c(c(c2c(c1Br)cccn2)O)Br,952
c1(c2cc3c(c1)CCN([C@@H]3Cc1cc(c(cc1)OC)Oc1ccc(cc1)C[C@H]1c3c(CCN1C)cc1c(c3O2)OCO1)C)OC,953
C1C(=O)C=C2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)C(=O)COC(=O)C)C)C,954
C1[C@@H]([C@H]([C@@H](O[C@@H]1C)O[C@H]1[C@@](C[C@H]([C@@H]2N[C@H](OC([C@@]([C@H](OC(=O)[C@@H]([C@H]([C@@H]1C)O[C@@H]1O[C@H]([C@@H]([C@@](C1)(OC)C)O)C)C)CC)(O)C)[C@H]2C)COCCOC)C)(C)O)O)N(C)C,955
C(CCCCCCCCCC[N+](CCOc1ccccc1)(C)C)C.[Br-],956
c1cc(ccc1)C(c1ccccn1)(C)OCCN(C)C.C(=O)(CCC(=O)O)O,957
c1c(cc2c(c1)c(c1c(n2)ccc(c1)OCC)N)N.OC(C(=O)O)C.O,958
c1(ccc(cc1)[C@H]([C@H](NC(=O)C(Cl)Cl)CF)O)S(=O)(=O)C,959
C1CN(CCO1)CC1OC(=O)N(C1)/N=C/c1oc(cc1)[N+](=O)[O-].Cl,960
C1(=C(NC(=C(C1c1cc(ccc1)[N+](=O)[O-])C(=O)OCCN(Cc1ccccc1)C)C)C)C(=O)OC.Cl,961
c1ccc(cc1)/N=N/c1c(nc(cc1)N)N.Cl,962
c1(ccc2c(c1)c(c[nH]2)CCN)O.Cl,963
[C@H]1([C@@H]([C@H]([C@H](O[C@@H]1CO)O[C@@]1(O[C@@H]([C@H]([C@@H]1O)O)CCl)CCl)O)O)Cl,964
